job_title,skills_languages,skills_frameworks,skills_databases,skills_platforms,wanted_languages,wanted_frameworks,wanted_databases,wanted_platforms,hiring_algorithms,hiring_tech_exp,hiring_communication,hiring_opensource,hiring_education,hiring_execution,problem_solving,building_things,learning_new_tech,invest_time_tools,collaborate_remote,country,years_coding_numeric,job_category
Web developer; Graphics programming; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly disagree,Strongly agree,Unknown,Unknown,Iran,2.5,Web Developer
Not specified,C#; Java; JavaScript; PHP; Python; SQL; VBA,,MySQL; Oracle; SQLite,Android; Windows Desktop; Linux Desktop; WordPress,,,,Android; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,France,4.5,Not specified
Not specified,C#; JavaScript; SQL,Node.js,SQL Server,,JavaScript; SQL; TypeScript,Node.js,PostgreSQL; SQLite,Android,Somewhat important,Somewhat important,Important,Important,Not at all important,Important,Agree,Agree,Agree,Somewhat agree,Agree,United Kingdom,7.5,Not specified
Embedded applications/devices developer; Systems administrator,C; C++; JavaScript; Matlab; Perl; PHP; Python,,,Linux Desktop; Arduino; Raspberry Pi,Julia,AngularJS; Node.js,,Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Germany,5.5,Database Administrator
Web developer; Desktop applications developer; Database administrator,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,16.5,Web Developer
Web developer; Mobile developer; Graphic designer; Desktop applications developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,2.5,Web Developer
Web developer,C#; JavaScript; SQL,.NET Core,SQL Server,,C#; JavaScript; SQL,Node.js; React; .NET Core,SQL Server,Amazon Web Services (AWS); Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Sweden,20.0,Web Developer
Web developer,Java; SQL,,,,Java; Python; SQL,AngularJS; Firebase,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Unknown,Agree,Unknown,Disagree,India,9.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,France,4.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Unknown,Unknown,Taiwan,1.5,Not specified
Mobile developer; Embedded applications/devices developer; Desktop applications developer; Systems administrator,C; C++; Java; Python,,PostgreSQL,Android; Windows Desktop; Linux Desktop; Arduino,C; C++; Java,,,Android; Windows Desktop; Linux Desktop; Arduino,Very important,Somewhat important,Important,Important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Spain,16.5,Desktop Developer
Embedded applications/devices developer,Assembly; C; Go,,,,C; C++; Go; Python,,MongoDB,Raspberry Pi,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not very important,Very important,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Netherlands,9.5,Embedded Developer
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,1.5,Web Developer
Web developer,C#; Java; JavaScript; Lua; Python; SQL,AngularJS; Node.js; React; .NET Core,MongoDB; SQL Server; MySQL,Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; Microsoft Azure,,,,,Not very important,Not very important,Important,Somewhat important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Agree,Norway,2.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Somewhat agree,Unknown,India,0.5,Not specified
Web developer,JavaScript; PHP,,MySQL,,JavaScript; PHP,,MySQL,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Somewhat agree,Unknown,Unknown,United Arab Emirates,1.5,Web Developer
Mobile developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Agree,Unknown,Iran,4.5,Mobile Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,France,4.5,Not specified
Web developer; Embedded applications/devices developer,JavaScript; PHP; SQL,AngularJS; Node.js,MySQL,Windows Desktop; Linux Desktop,,React,SQLite,,Very important,Very important,Important,Somewhat important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Germany,0.5,Web Developer
Web developer,Java,AngularJS,,Windows Desktop; Linux Desktop,Java; Python; Ruby,AngularJS; Node.js,Cassandra; MongoDB,Linux Desktop; Arduino; Raspberry Pi,Very important,Important,Important,Not at all important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,El Salvador,4.5,Web Developer
Mobile developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,India,1.5,Mobile Developer
Web developer; Desktop applications developer; Database administrator,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hungary,14.5,Web Developer
Web developer; Mobile developer,C#; JavaScript; Python; SQL,.NET Core,MongoDB; SQL Server,Microsoft Azure,C#; Python; SQL,.NET Core,MongoDB; SQL Server,Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Germany,10.5,Web Developer
Web developer; Mobile developer; Database administrator; Systems administrator,,,,,,,,,Very important,Important,Important,Not very important,Not very important,Very important,Unknown,Unknown,Unknown,Unknown,Agree,United Kingdom,5.5,Web Developer
Web developer; Mobile developer; Database administrator,JavaScript; PHP; SQL,,MySQL,Android; Windows Phone; Windows Desktop; Linux Desktop; Mac OS,Java; JavaScript; PHP; SQL,Node.js,MongoDB; MySQL,Android; Windows Phone; Windows Desktop; Linux Desktop; Mac OS,Not very important,Somewhat important,Important,Not very important,Not at all important,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Nigeria,1.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,2.5,Not specified
Web developer; Desktop applications developer,C#; SQL,,SQL Server,Windows Desktop,C#,,,Windows Phone; Windows Desktop,Important,Important,Somewhat important,Not at all important,Important,Not very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Poland,3.5,Web Developer
Web developer; Systems administrator,Java,,MongoDB; MySQL,,Clojure; JavaScript,React; Cordova; Firebase,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,Spain,9.5,Web Developer
Web developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,Java; JavaScript; PHP; SQL,,SQL Server; MySQL; PostgreSQL; Oracle,Android; Linux Desktop,,AngularJS; Hadoop; Node.js; React,Cassandra; MongoDB,Amazon Web Services (AWS),Important,Important,Important,Not very important,Very important,Important,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Brazil,8.5,Web Developer
Not specified,Java; JavaScript; Python; VBA,,MySQL; SQLite,,C#; Java; JavaScript; Python,,MySQL; SQLite,Android; Raspberry Pi; Amazon Web Services (AWS),Important,Somewhat important,Very important,Important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Agree,United States,4.5,Not specified
Mobile developer; Desktop applications developer,C#; Java; Matlab; PHP; SQL,Firebase,MySQL; SQLite,Android; Windows Desktop,C#; Java,Firebase,MySQL; SQLite,Android,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Strongly agree,Agree,Disagree,Pakistan,2.5,Desktop Developer
Not specified,,,,,,,,,Important,Not very important,Not very important,Somewhat important,Not at all important,Somewhat important,Strongly agree,Strongly agree,Agree,Somewhat agree,Disagree,France,4.5,Not specified
Web developer,JavaScript; PHP; Python; SQL,,,,C++; C#; Go; Java; JavaScript; PHP; Python; SQL,Node.js; React; Spark,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,France,4.5,Web Developer
Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Systems administrator,Java; JavaScript; Python; TypeScript,,MySQL; PostgreSQL,Android; Linux Desktop; Mac OS; Raspberry Pi; WordPress; Amazon Web Services (AWS); Microsoft Azure,C++; C#; Elixir; Go; Java; Python; TypeScript,React; Xamarin,PostgreSQL,Android; Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Spain,16.5,Web Developer
Web developer; Other,C#; SQL,,SQL Server,Microsoft Azure,Python,Xamarin; .NET Core,Redis,Android; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,United Kingdom,7.5,Web Developer
Web developer; Mobile developer; Graphic designer; Desktop applications developer; Quality assurance engineer,C#; Java; JavaScript,Xamarin,,Android; iOS; Windows Phone; Windows Desktop; Microsoft Azure,C#; JavaScript,AngularJS; Node.js; React; Xamarin; .NET Core,,Android; iOS; Windows Phone; Windows Desktop; Raspberry Pi; SharePoint; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,Pakistan,2.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Somewhat agree,Strongly agree,United Kingdom,7.5,Not specified
Not specified,C; C++; Go; PHP; Python; Swift,,MongoDB; MySQL; PostgreSQL,Windows Desktop; Mac OS; Amazon Web Services (AWS),C; C++; Go; Python,,MySQL,Amazon Web Services (AWS),Somewhat important,Very important,Very important,Somewhat important,Not very important,Very important,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,China,4.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,5.5,Not specified
Web developer; Mobile developer; Developer with a statistics or mathematics background,C; C++; C#; Haskell; Java; Objective-C; Swift,AngularJS,Redis; SQL Server; PostgreSQL; Oracle,Android; iOS,Assembly; Elixir; Erlang; Haskell,React; Firebase,MongoDB; Redis,Android; iOS; Amazon Web Services (AWS),Important,Important,Very important,Very important,Somewhat important,Important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Uruguay,1.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Poland,14.5,Not specified
Developer with a statistics or mathematics background,Java; JavaScript,,MongoDB; SQL Server,,Java; JavaScript,AngularJS,MongoDB; SQL Server,,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Brazil,1.5,Data Scientist
Not specified,C#; Python; Ruby; SQL,.NET Core,SQL Server,,JavaScript; Python; Ruby; TypeScript,AngularJS; React,,Android; iOS; Mac OS,Very important,Not very important,Very important,Not very important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Strongly agree,South Africa,12.5,Not specified
Desktop applications developer,C#,,,Windows Desktop,C#; F#; Python; SQL,AngularJS; Hadoop; Node.js; Xamarin; .NET Core,SQL Server; PostgreSQL,Android; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Disagree,Unknown,United Kingdom,4.5,Desktop Developer
Embedded applications/devices developer; Machine learning specialist; Developer with a statistics or mathematics background; Quality assurance engineer,C; Haskell; Matlab; Python,,MongoDB; Redis,Linux Desktop; Raspberry Pi; Amazon Web Services (AWS),C; Go; Haskell; Matlab; Python,Spark,MongoDB; Redis,Linux Desktop; Raspberry Pi; Amazon Web Services (AWS),Very important,Not very important,Somewhat important,Important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Unknown,Slovenia,16.5,Embedded Developer
Web developer; DevOps specialist,C; Java; Python; Rust; SQL,,Cassandra; MongoDB; Redis; PostgreSQL; SQLite,Linux Desktop; Amazon Web Services (AWS),,,,,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Unknown,Brazil,10.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Afghanistan,4.5,Not specified
Not specified,Assembly; C; C++; Java; JavaScript; Rust; SQL,Node.js; React; Cordova,MongoDB; MySQL; Oracle,Android; Linux Desktop; Mac OS; Raspberry Pi; WordPress,C++; Haskell; Java; JavaScript; Rust,Node.js; React,MongoDB,Android; Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS),Very important,Important,Somewhat important,Somewhat important,Not very important,Somewhat important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Czech Republic,4.5,Not specified
Web developer; Mobile developer; Desktop applications developer; Database administrator,,,,,,,,,Important,Very important,Somewhat important,Important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Strongly disagree,Netherlands,4.5,Web Developer
Desktop applications developer,C#; SQL,.NET Core,SQL Server,Windows Desktop,C#; Java; SQL,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; SQLite,Windows Desktop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Switzerland,1.5,Desktop Developer
Developer with a statistics or mathematics background,C++,,,Windows Desktop; Linux Desktop,C++,,,Linux Desktop,Important,Not very important,Very important,Somewhat important,Somewhat important,Important,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Canada,5.5,Data Scientist
Desktop applications developer,Java; VB.NET; Visual Basic 6,,SQL Server,Windows Desktop; Microsoft Azure,C#; VB.NET,AngularJS; Xamarin,MongoDB; SQL Server; SQLite,Windows Desktop; Microsoft Azure,Very important,Not very important,Important,Very important,Important,Somewhat important,Strongly agree,Somewhat agree,Agree,Agree,Unknown,Italy,5.5,Desktop Developer
Embedded applications/devices developer; Desktop applications developer; DevOps specialist,C++; Python,,MySQL; PostgreSQL,Windows Desktop; Linux Desktop; Arduino; Raspberry Pi,C++,,,Android; Linux Desktop; Arduino; Raspberry Pi,Important,Somewhat important,Somewhat important,Important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Disagree,Czech Republic,4.5,Desktop Developer
Embedded applications/devices developer; Graphics programming; Desktop applications developer,C; C++; Python,,,Linux Desktop,C; C++; Python,,,Android; Linux Desktop; Raspberry Pi,Important,Very important,Not very important,Not very important,Important,Important,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,United Kingdom,20.0,Desktop Developer
Web developer; Mobile developer; Graphics programming,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Italy,1.5,Web Developer
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Agree,Disagree,Unknown,Germany,10.5,Web Developer
Web developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,Assembly; C; C++; C#; Java; JavaScript; PHP; Python; SQL,AngularJS; Hadoop; Node.js; Spark; .NET Core,MongoDB; SQL Server; MySQL; PostgreSQL,Android; Windows Desktop; Raspberry Pi; SharePoint; WordPress; Amazon Web Services (AWS); Microsoft Azure,JavaScript; Python; SQL,,,,Important,Somewhat important,Important,Important,Not very important,Somewhat important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Unknown,France,3.5,Web Developer
Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer,C#; JavaScript; Objective-C; Python; SQL; Swift; Visual Basic 6,Xamarin; .NET Core,MongoDB; SQL Server; SQLite,Android; iOS; Windows Phone; Windows Desktop; Mac OS; Serverless; Amazon Web Services (AWS),C; C++; F#; Python; Scala,Xamarin; .NET Core,Cassandra; MongoDB; SQL Server,Android; iOS; Mac OS; Serverless; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Turkey,5.5,Web Developer
Web developer; Mobile developer; Graphic designer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C; JavaScript; Perl; PHP; Python; SQL,Node.js,MySQL; PostgreSQL,Linux Desktop,,,MySQL; PostgreSQL,Android; iOS; Linux Desktop; Raspberry Pi,Important,Not very important,Important,Somewhat important,Not very important,Important,Agree,Agree,Strongly agree,Somewhat agree,Disagree,South Africa,20.0,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Czech Republic,2.5,Not specified
Desktop applications developer,C#; SQL,,SQL Server,,C#; F#; Haskell; Scala,,,Linux Desktop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Agree,Strongly agree,France,10.5,Desktop Developer
Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,C#; CoffeeScript; Dart; Java; JavaScript; Objective-C; PHP; Python; Ruby; SQL; Swift; VB.NET; VBA; Visual Basic 6,AngularJS; Node.js; Cordova; Xamarin; .NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Android; iOS; Windows Desktop; Arduino; Raspberry Pi; WordPress,C#; F#; JavaScript; PHP; Ruby; Swift,AngularJS; Node.js; React; .NET Core,MongoDB; SQL Server; MySQL; PostgreSQL,iOS; Windows Desktop; Arduino; Raspberry Pi,Important,Important,Important,Somewhat important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Switzerland,4.5,Web Developer
